============================================================
超级大乐透全部历史开奖号码
共计 2895 期（第07001期 ~ 第26077期）
============================================================

期号        开奖日期          前区号码                  后区号码
14144     2014-12-08    01 21 24 25 35        04 11
14145     2014-12-10    15 19 22 24 26        10 11
14146     2014-12-13    02 16 23 24 28        10 11
14147     2014-12-15    05 09 14 26 34        02 09
14148     2014-12-17    03 09 10 11 20        07 09
14149     2014-12-20    02 13 19 26 35        01 05
14150     2014-12-22    19 21 30 33 35        05 07
14151     2014-12-24    03 08 26 31 32        08 12
14152     2014-12-27    05 12 18 24 33        01 05
14153     2014-12-29    01 08 13 24 32        05 10
14154     2014-12-31    05 12 17 23 28        02 09
15001     2015-01-03    08 09 19 27 30        06 07
15002     2015-01-05    03 14 20 26 32        06 10
15003     2015-01-07    12 19 27 28 34        01 12
15004     2015-01-10    03 12 14 18 28        05 06
15005     2015-01-12    11 14 15 18 19        07 08
15006     2015-01-14    06 08 30 32 33        03 07
15007     2015-01-17    02 07 08 14 31        04 08
15008     2015-01-19    07 10 11 15 17        03 10
15009     2015-01-21    17 22 26 27 33        06 10
15010     2015-01-24    02 06 17 30 35        02 07
15011     2015-01-26    04 13 22 25 30        01 06
15012     2015-01-28    03 04 06 11 31        05 09
15013     2015-01-31    11 15 25 28 35        07 10
15014     2015-02-02    08 16 25 29 35        03 10
15015     2015-02-04    01 05 13 17 32        04 11
15016     2015-02-07    06 07 16 20 34        09 11
15017     2015-02-09    07 13 16 17 29        01 07
15018     2015-02-11    04 07 10 23 31        03 07
15019     2015-02-14    02 08 16 22 24        01 03
15020     2015-02-16    11 26 28 29 32        01 04
15021     2015-02-25    22 23 24 26 31        05 06
15022     2015-02-28    09 11 14 15 26        11 12
15023     2015-03-02    06 09 11 12 22        03 11
15024     2015-03-04    02 06 08 16 34        03 04
15025     2015-03-07    07 10 20 22 27        10 11
15026     2015-03-09    11 13 14 15 22        02 08
15027     2015-03-11    05 21 22 25 28        03 10
15028     2015-03-14    03 09 28 32 33        09 10
15029     2015-03-16    07 10 19 30 35        03 05
15030     2015-03-18    09 18 19 26 31        02 05
15031     2015-03-21    07 21 29 32 33        04 12
15032     2015-03-23    06 21 25 27 30        07 11
15033     2015-03-25    03 17 22 26 28        03 07
15034     2015-03-28    04 08 15 18 26        05 09
15035     2015-03-30    22 24 29 30 35        01 10
15036     2015-04-01    14 18 20 23 24        04 08
15037     2015-04-04    10 16 21 28 31        07 08
15038     2015-04-06    12 19 22 31 35        07 08
15039     2015-04-08    03 06 07 16 25        01 06
15040     2015-04-11    02 09 10 23 35        09 12
15041     2015-04-13    01 11 21 23 28        01 10
15042     2015-04-15    03 07 12 17 24        02 11
15043     2015-04-18    02 20 22 25 29        02 07
15044     2015-04-20    16 18 27 31 33        01 03
15045     2015-04-22    08 09 22 29 30        08 12
15046     2015-04-25    05 07 10 22 26        04 10
15047     2015-04-27    01 02 17 23 31        05 12
15048     2015-04-29    10 11 22 24 33        02 09
15049     2015-05-02    08 09 11 15 22        08 10
15050     2015-05-04    06 07 10 20 28        02 07
15051     2015-05-06    01 02 11 16 21        01 05
15052     2015-05-09    13 19 24 27 29        07 08
15053     2015-05-11    08 25 28 29 32        04 07
15054     2015-05-13    02 09 15 24 34        03 09
15055     2015-05-16    06 11 14 20 30        05 10
15056     2015-05-18    06 12 19 26 35        03 10
15057     2015-05-20    01 05 07 14 26        04 06
15058     2015-05-23    10 14 20 27 30        07 12
15059     2015-05-25    07 09 19 23 32        01 03
15060     2015-05-27    16 24 25 26 33        04 11
15061     2015-05-30    06 07 08 16 22        02 10
15062     2015-06-01    06 07 13 14 15        01 04
15063     2015-06-03    01 04 06 34 35        02 04
15064     2015-06-06    02 08 20 28 31        07 10
15065     2015-06-08    04 05 07 13 35        08 11
15066     2015-06-10    01 03 07 13 29        02 10
15067     2015-06-13    04 10 18 24 27        04 11
15068     2015-06-15    02 03 20 31 35        04 08
15069     2015-06-17    02 09 11 22 25        01 07
15070     2015-06-20    03 09 12 17 18        04 12
15071     2015-06-22    04 06 13 16 34        04 10
15072     2015-06-24    19 20 21 31 33        09 10
15073     2015-06-27    09 26 27 30 34        01 06
15074     2015-06-29    01 12 21 27 33        04 09
15075     2015-07-01    13 14 26 27 33        10 12
15076     2015-07-04    03 19 21 31 34        05 12
15077     2015-07-06    01 16 17 22 28        02 09
15078     2015-07-08    19 24 26 28 33        01 02
15079     2015-07-11    01 09 17 23 24        04 05
15080     2015-07-13    14 20 29 30 32        03 08
15081     2015-07-15    03 04 10 13 17        05 09
15082     2015-07-18    08 15 28 31 33        03 06
15083     2015-07-20    14 16 19 25 29        10 12
15084     2015-07-22    10 20 21 32 34        06 07
15085     2015-07-25    02 03 04 06 16        03 12
15086     2015-07-27    05 09 11 15 32        04 09
15087     2015-07-29    02 05 15 17 22        01 11
15088     2015-08-01    05 15 28 31 34        11 12
15089     2015-08-03    05 12 18 20 27        10 12
15090     2015-08-05    06 09 11 17 21        06 08
15091     2015-08-08    02 07 28 29 30        03 07
15092     2015-08-10    02 14 21 27 34        05 08
15093     2015-08-12    16 17 25 26 27        02 04
15094     2015-08-15    02 03 10 11 29        03 07
15095     2015-08-17    08 14 26 34 35        05 10
15096     2015-08-19    03 09 12 18 21        02 06
15097     2015-08-22    04 16 17 26 27        01 04
15098     2015-08-24    09 14 21 27 33        06 09
15099     2015-08-26    09 12 14 22 25        05 10
15100     2015-08-29    09 15 18 23 32        05 07
15101     2015-08-31    06 12 17 18 32        07 12
15102     2015-09-02    11 14 15 33 34        03 12
15103     2015-09-05    07 09 15 25 34        04 10
15104     2015-09-07    16 19 25 30 34        04 09
15105     2015-09-09    08 09 15 21 27        05 09
15106     2015-09-12    02 11 13 22 30        02 03
15107     2015-09-14    03 23 25 28 29        06 07
15108     2015-09-16    01 13 16 26 31        07 12
15109     2015-09-19    01 06 11 22 31        03 12
15110     2015-09-21    02 07 10 22 30        07 11
15111     2015-09-23    07 08 16 24 28        03 10
15112     2015-09-26    04 05 15 19 28        04 11
15113     2015-09-28    01 14 21 29 33        02 10
15114     2015-09-30    09 18 24 31 34        02 10
15115     2015-10-03    08 12 13 14 16        03 09
15116     2015-10-05    07 10 19 24 33        03 07
15117     2015-10-07    06 17 20 30 33        10 11
15118     2015-10-10    03 07 20 24 31        04 09
15119     2015-10-12    01 08 12 16 21        06 11
15120     2015-10-14    01 09 15 24 32        05 10
15121     2015-10-17    02 04 17 27 28        04 06
15122     2015-10-19    11 13 15 26 35        06 11
15123     2015-10-21    04 15 27 29 30        02 10
15124     2015-10-24    04 06 12 31 32        03 06
15125     2015-10-26    02 03 15 17 28        08 10
15126     2015-10-28    04 05 08 09 21        03 06
15127     2015-10-31    09 11 14 19 30        03 08
15128     2015-11-02    10 12 23 30 32        03 04
15129     2015-11-04    01 06 23 25 29        03 09
15130     2015-11-07    17 25 31 32 34        02 12
15131     2015-11-09    11 17 19 20 27        02 03
15132     2015-11-11    03 08 14 18 27        01 05
15133     2015-11-14    03 07 08 25 30        04 08
15134     2015-11-16    01 02 06 15 35        04 07
15135     2015-11-18    05 16 20 25 29        06 08
15136     2015-11-21    05 20 23 29 32        02 10
15137     2015-11-23    14 17 21 23 26        08 11
15138     2015-11-25    01 16 20 29 32        04 07
15139     2015-11-28    02 03 05 25 32        05 07
15140     2015-11-30    01 11 15 26 35        06 11
15141     2015-12-02    02 04 15 19 31        02 03
15142     2015-12-05    12 14 22 26 30        03 06
15143     2015-12-07    09 20 31 33 35        10 11
15144     2015-12-09    01 09 24 26 29        06 11
15145     2015-12-12    06 07 20 29 32        11 12
15146     2015-12-14    04 15 19 27 31        04 11
15147     2015-12-16    01 02 13 18 19        08 10
15148     2015-12-19    08 11 27 31 33        08 09
15149     2015-12-21    04 06 10 12 28        02 08
15150     2015-12-23    04 13 18 25 33        03 07
15151     2015-12-26    15 16 18 30 35        01 07
15152     2015-12-28    04 05 22 29 35        02 11
15153     2015-12-30    01 07 22 27 33        02 11
16001     2016-01-02    01 07 19 20 30        05 10
16002     2016-01-04    07 12 18 25 35        07 09
16003     2016-01-06    04 12 17 22 26        06 07
16004     2016-01-09    10 20 23 32 35        09 10
16005     2016-01-11    06 09 12 15 20        08 11
16006     2016-01-13    14 16 17 22 24        02 09
16007     2016-01-16    02 05 14 32 35        01 03
16008     2016-01-18    05 12 31 34 35        04 05
16009     2016-01-20    05 08 10 17 20        02 12
16010     2016-01-23    12 13 15 16 28        02 05
16011     2016-01-25    02 08 10 15 23        05 10
16012     2016-01-27    05 07 11 23 28        03 12
16013     2016-01-30    03 21 23 31 35        02 11
16014     2016-02-01    06 08 21 24 27        02 10
16015     2016-02-03    01 04 10 13 30        03 09
16016     2016-02-06    03 10 22 29 32        02 05
16017     2016-02-15    11 18 24 28 29        05 10
16018     2016-02-17    05 10 13 27 33        08 11
16019     2016-02-20    04 11 15 20 26        08 09
16020     2016-02-22    01 16 22 29 30        02 09
16021     2016-02-24    01 04 09 10 35        09 11
16022     2016-02-27    04 18 21 30 35        02 11
16023     2016-02-29    04 09 14 25 27        06 11
16024     2016-03-02    01 02 11 15 18        04 08
16025     2016-03-05    03 06 13 23 24        07 10
16026     2016-03-07    02 06 29 30 34        01 07
16027     2016-03-09    06 11 13 15 28        02 06
16028     2016-03-12    13 18 20 23 31        03 06
16029     2016-03-14    20 26 27 29 32        05 12
16030     2016-03-16    10 19 21 29 33        04 06
16031     2016-03-19    03 14 24 27 29        04 11
16032     2016-03-21    05 09 14 20 33        05 12
16033     2016-03-23    03 14 15 31 35        09 10
16034     2016-03-26    14 18 31 32 35        09 10
16035     2016-03-28    17 22 24 25 29        09 12
16036     2016-03-30    07 15 26 30 31        03 06
16037     2016-04-02    03 05 13 24 34        03 05
16038     2016-04-04    03 07 09 15 33        05 12
16039     2016-04-06    01 08 16 22 28        04 05
16040     2016-04-09    20 22 29 30 35        01 06
16041     2016-04-11    12 23 24 27 34        03 06
16042     2016-04-13    02 06 08 19 24        01 06
16043     2016-04-16    01 09 16 33 34        09 12
16044     2016-04-18    01 06 10 20 31        05 11
16045     2016-04-20    07 11 25 30 33        02 08
16046     2016-04-23    03 19 22 32 34        08 12
16047     2016-04-25    02 03 23 29 32        05 09
16048     2016-04-27    04 12 17 25 27        04 10
16049     2016-04-30    03 04 05 27 33        04 09
16050     2016-05-02    07 17 21 29 35        04 05
16051     2016-05-04    16 21 23 24 32        07 08
16052     2016-05-07    08 14 19 20 33        10 11
16053     2016-05-09    04 13 15 30 35        03 05
16054     2016-05-11    02 05 09 21 30        06 07
16055     2016-05-14    06 21 27 30 34        04 09
16056     2016-05-16    10 12 14 31 35        04 05
16057     2016-05-18    08 17 19 23 30        03 08
16058     2016-05-21    02 15 17 23 28        05 09
16059     2016-05-23    02 10 27 28 33        05 07
16060     2016-05-25    02 06 22 27 34        08 11
16061     2016-05-28    09 15 17 21 23        07 12
16062     2016-05-30    02 10 14 15 35        01 09
16063     2016-06-01    08 12 22 27 35        05 09
16064     2016-06-04    01 02 10 18 35        05 11
16065     2016-06-06    01 09 18 22 24        11 12
16066     2016-06-08    10 28 29 31 33        05 11
16067     2016-06-11    02 08 11 13 19        02 08
16068     2016-06-13    05 07 22 26 34        07 12
16069     2016-06-15    14 17 19 23 30        02 09
16070     2016-06-18    02 09 13 19 23        05 07
16071     2016-06-20    08 15 19 20 33        07 12
16072     2016-06-22    16 20 24 26 31        04 09
16073     2016-06-25    07 14 17 24 27        08 10
16074     2016-06-27    01 05 07 11 14        03 08
16075     2016-06-29    03 07 17 22 31        08 12
16076     2016-07-02    03 08 10 17 31        05 06
16077     2016-07-04    09 11 14 16 35        02 05
16078     2016-07-06    07 18 29 31 35        05 11
16079     2016-07-09    07 14 15 20 27        05 10
16080     2016-07-11    15 20 29 30 33        07 12
16081     2016-07-13    06 07 18 21 33        03 08
16082     2016-07-16    03 08 23 28 29        02 07
16083     2016-07-18    01 05 09 33 35        01 05
16084     2016-07-20    08 12 15 26 35        01 08
16085     2016-07-23    14 15 27 31 32        01 07
16086     2016-07-25    03 05 22 25 30        07 09
16087     2016-07-27    03 16 17 23 25        07 09
16088     2016-07-30    04 06 17 21 30        06 11
16089     2016-08-01    07 14 17 28 34        07 10
16090     2016-08-03    04 06 08 28 32        07 12
16091     2016-08-06    08 13 17 21 22        02 08
16092     2016-08-08    02 13 31 33 34        07 11
16093     2016-08-10    01 08 14 30 35        06 07
16094     2016-08-13    01 14 16 17 18        05 07
16095     2016-08-15    08 12 18 19 21        03 06
16096     2016-08-17    01 06 08 12 21        05 10
16097     2016-08-20    06 08 18 31 33        10 12
16098     2016-08-22    08 09 11 20 29        04 05
16099     2016-08-24    03 04 12 14 27        01 05
16100     2016-08-27    08 12 19 26 30        02 12
16101     2016-08-29    04 06 28 33 35        07 12
16102     2016-08-31    03 05 06 34 35        03 12
16103     2016-09-03    05 14 20 23 29        03 11
16104     2016-09-05    01 20 22 23 30        06 07
16105     2016-09-07    08 11 31 34 35        01 02
16106     2016-09-10    03 21 30 33 35        01 04
16107     2016-09-12    02 06 19 24 26        04 06
16108     2016-09-14    10 17 22 23 25        07 09
16109     2016-09-17    03 25 28 31 34        11 12
16110     2016-09-19    07 20 21 23 30        07 10
16111     2016-09-21    04 09 22 26 27        02 12
16112     2016-09-24    07 22 23 31 32        04 05
16113     2016-09-26    10 11 17 30 34        03 12
16114     2016-09-28    16 17 20 32 33        03 07
16115     2016-10-01    01 04 15 31 34        02 11
16116     2016-10-03    04 06 08 19 34        10 12
16117     2016-10-05    03 09 14 16 23        02 09
16118     2016-10-08    12 15 18 24 29        03 11
16119     2016-10-10    02 03 09 21 22        05 10
16120     2016-10-12    03 10 20 32 34        04 07
16121     2016-10-15    04 05 08 15 20        01 06
16122     2016-10-17    01 03 12 14 29        02 06
16123     2016-10-19    04 05 13 20 32        01 10
16124     2016-10-22    04 13 24 26 29        08 11
16125     2016-10-24    06 07 08 28 30        01 02
16126     2016-10-26    11 13 16 19 24        06 08
16127     2016-10-29    01 05 15 24 26        09 10
16128     2016-10-31    17 20 22 30 33        07 08
16129     2016-11-02    07 08 19 30 35        08 09
16130     2016-11-05    11 23 32 33 34        01 12
16131     2016-11-07    06 13 25 28 30        02 07
16132     2016-11-09    04 18 19 22 35        01 02
16133     2016-11-12    01 04 05 23 28        05 09
16134     2016-11-14    01 03 31 32 34        02 07
16135     2016-11-16    01 10 12 18 35        01 12
16136     2016-11-19    05 06 07 19 23        04 11
16137     2016-11-21    07 20 23 29 34        02 10
16138     2016-11-23    12 13 16 29 35        05 11
16139     2016-11-26    13 21 30 31 35        01 08
16140     2016-11-28    12 16 23 29 34        04 11
16141     2016-11-30    02 06 07 19 28        11 12
16142     2016-12-03    01 06 17 23 26        06 12
16143     2016-12-05    04 06 22 27 31        06 07
16144     2016-12-07    04 05 13 22 31        05 10
16145     2016-12-10    01 09 11 17 28        03 08
16146     2016-12-12    21 22 25 29 34        01 11
16147     2016-12-14    07 19 20 28 30        04 12
16148     2016-12-17    05 14 15 23 25        06 08
16149     2016-12-19    01 02 03 12 33        04 09
16150     2016-12-21    01 10 18 24 29        07 10
16151     2016-12-24    04 07 11 14 21        05 12
16152     2016-12-26    08 17 22 24 30        05 11
16153     2016-12-28    13 18 25 29 35        03 11
16154     2016-12-31    06 16 17 21 29        04 06
17001     2017-01-02    07 09 20 31 33        08 10
17002     2017-01-04    07 12 14 31 34        09 11
17003     2017-01-07    03 05 06 13 22        09 12
17004     2017-01-09    05 08 11 28 31        06 07
17005     2017-01-11    05 09 20 26 35        02 11
17006     2017-01-14    04 06 23 32 33        05 06
17007     2017-01-16    08 11 17 25 27        02 04
17008     2017-01-18    03 04 09 25 32        02 04
17009     2017-01-21    05 06 08 12 22        03 04
17010     2017-01-23    04 10 13 18 35        01 02
17011     2017-01-25    05 15 21 29 34        06 09
17012     2017-02-04    04 05 24 26 35        07 12
17013     2017-02-06    05 12 17 30 34        11 12
17014     2017-02-08    04 08 15 24 25        02 05
17015     2017-02-11    01 07 19 27 34        01 02
17016     2017-02-13    03 13 28 30 33        09 10
17017     2017-02-15    04 19 24 26 29        04 06
17018     2017-02-18    06 07 10 17 23        01 09
17019     2017-02-20    02 06 14 23 25        02 10
17020     2017-02-22    16 21 24 27 28        04 07
17021     2017-02-25    01 15 17 20 26        06 08
17022     2017-02-27    02 03 09 17 24        06 12
17023     2017-03-01    05 08 12 24 34        07 10
17024     2017-03-04    21 23 29 32 35        11 12
17025     2017-03-06    10 16 19 20 34        04 05
17026     2017-03-08    10 14 19 25 32        02 07
17027     2017-03-11    08 17 25 33 34        03 11
17028     2017-03-13    06 18 22 23 33        09 11
17029     2017-03-15    01 06 14 17 29        01 11
17030     2017-03-18    21 22 24 29 34        05 06
17031     2017-03-20    02 16 17 30 32        02 09
17032     2017-03-22    02 13 14 18 29        03 09
17033     2017-03-25    15 22 23 25 34        05 11
17034     2017-03-27    06 12 21 26 29        02 11
17035     2017-03-29    14 17 22 30 33        07 12
17036     2017-04-01    01 04 09 18 33        02 05
17037     2017-04-03    13 15 16 32 34        06 11
17038     2017-04-05    04 05 13 18 27        03 09
17039     2017-04-08    05 06 14 17 26        03 08
17040     2017-04-10    04 06 10 23 29        09 11
17041     2017-04-12    02 04 06 25 31        05 09
17042     2017-04-15    02 17 31 33 34        01 07
17043     2017-04-17    06 13 22 25 35        09 12
17044     2017-04-19    11 16 17 18 25        02 09
17045     2017-04-22    01 08 11 21 35        09 12
17046     2017-04-24    04 17 20 23 30        02 03
17047     2017-04-26    15 19 32 33 34        09 12
17048     2017-04-29    07 09 13 15 19        03 10
17049     2017-05-01    09 12 14 22 31        05 08
17050     2017-05-03    12 14 17 20 28        02 06
17051     2017-05-06    14 17 18 22 29        10 11
17052     2017-05-08    03 19 24 28 33        04 12
17053     2017-05-10    06 19 20 22 26        01 11
17054     2017-05-13    16 29 30 32 33        04 05
17055     2017-05-15    19 20 22 30 33        03 09
17056     2017-05-17    01 04 24 27 32        03 10
17057     2017-05-20    12 16 19 23 24        02 05
17058     2017-05-22    14 18 20 21 28        03 06
17059     2017-05-24    08 11 13 15 17        03 10
17060     2017-05-27    09 15 20 26 31        05 12
17061     2017-05-29    10 19 23 25 30        02 04
17062     2017-05-31    01 04 06 08 28        08 12
17063     2017-06-03    18 21 22 24 29        05 11
17064     2017-06-05    01 08 20 27 30        03 04
17065     2017-06-07    05 11 12 19 28        05 12
17066     2017-06-10    11 15 23 26 30        02 11
17067     2017-06-12    10 17 18 32 35        10 11
17068     2017-06-14    07 08 19 24 27        06 07
17069     2017-06-17    10 16 20 23 32        08 11
17070     2017-06-19    06 16 18 26 30        02 03
17071     2017-06-21    01 04 11 14 33        05 07
17072     2017-06-24    01 03 29 32 34        02 05
17073     2017-06-26    07 18 28 31 33        01 02
17074     2017-06-28    08 10 11 13 17        08 11
17075     2017-07-01    05 11 16 18 35        01 06
17076     2017-07-03    02 07 25 30 35        07 12
17077     2017-07-05    01 03 04 25 31        06 09
17078     2017-07-08    04 05 27 31 34        03 06
17079     2017-07-10    01 17 19 32 33        02 11
17080     2017-07-12    08 10 21 30 31        02 05
17081     2017-07-15    02 12 15 20 34        01 06
17082     2017-07-17    05 13 20 21 25        08 09
17083     2017-07-19    02 05 14 22 34        03 09
17084     2017-07-22    06 11 14 21 31        09 12
17085     2017-07-24    09 13 14 25 30        02 05
17086     2017-07-26    12 15 18 22 31        01 08
17087     2017-07-29    03 14 21 29 35        02 06
17088     2017-07-31    05 28 31 34 35        08 09
17089     2017-08-02    03 05 06 15 18        03 10
17090     2017-08-05    03 06 15 22 35        09 11
17091     2017-08-07    01 05 07 16 19        03 12
17092     2017-08-09    03 07 09 17 34        04 05
17093     2017-08-12    05 06 17 21 29        02 04
17094     2017-08-14    03 05 08 29 33        04 08
17095     2017-08-16    15 32 33 34 35        03 12
17096     2017-08-19    03 07 09 17 28        04 12
17097     2017-08-21    07 14 19 22 34        07 12
17098     2017-08-23    06 09 17 30 35        10 11
17099     2017-08-26    08 09 17 18 24        03 07
17100     2017-08-28    02 05 18 19 31        01 09
17101     2017-08-30    05 15 21 25 29        05 08
17102     2017-09-02    01 12 23 24 29        08 12
17103     2017-09-04    04 19 20 24 29        03 04
17104     2017-09-06    09 11 22 27 30        09 11
17105     2017-09-09    04 15 22 24 32        02 09
17106     2017-09-11    09 12 18 23 29        02 04
17107     2017-09-13    04 10 19 25 27        06 12
17108     2017-09-16    01 04 15 21 22        04 09
17109     2017-09-18    06 09 19 26 34        05 07
17110     2017-09-20    10 14 20 21 35        02 05
17111     2017-09-23    02 14 17 26 34        08 12
17112     2017-09-25    05 06 20 31 32        06 12
17113     2017-09-27    05 08 17 18 23        04 12
17114     2017-09-30    06 07 12 18 23        01 12
17115     2017-10-02    14 19 20 25 31        06 08
17116     2017-10-04    02 27 30 32 33        01 03
17117     2017-10-07    05 07 09 24 32        08 10
17118     2017-10-09    02 07 16 20 33        03 11
17119     2017-10-11    05 07 13 29 35        03 08
17120     2017-10-14    08 15 24 26 27        05 06
17121     2017-10-16    01 06 12 26 31        01 07
17122     2017-10-18    03 12 18 29 34        03 11
17123     2017-10-21    03 15 23 26 32        01 12
17124     2017-10-23    03 29 30 32 35        03 08
17125     2017-10-25    07 11 18 26 28        04 05
17126     2017-10-28    03 04 13 24 33        01 11
17127     2017-10-30    02 15 18 21 22        03 10
17128     2017-11-01    09 11 13 18 33        02 03
17129     2017-11-04    05 17 20 32 33        04 09
17130     2017-11-06    05 18 28 33 34        03 04
17131     2017-11-08    03 05 08 19 34        01 12
17132     2017-11-11    11 17 23 26 27        01 10
17133     2017-11-13    15 17 19 32 33        01 03
17134     2017-11-15    07 18 19 32 34        02 10
17135     2017-11-18    01 12 15 19 22        02 04
17136     2017-11-20    01 11 20 21 22        03 04
17137     2017-11-22    01 20 22 28 29        05 07
17138     2017-11-25    04 07 09 20 25        02 11
17139     2017-11-27    02 06 19 25 32        09 12
17140     2017-11-29    10 16 25 26 29        01 05
17141     2017-12-02    02 08 21 22 29        03 05
17142     2017-12-04    01 05 16 19 28        02 10
17143     2017-12-06    06 09 24 29 32        02 07
17144     2017-12-09    03 21 23 29 32        10 11
17145     2017-12-11    04 07 17 18 19        03 10
17146     2017-12-13    01 05 11 14 35        09 10
17147     2017-12-16    05 16 17 25 34        01 11
17148     2017-12-18    19 27 31 32 35        11 12
17149     2017-12-20    10 18 19 25 26        04 12
17150     2017-12-23    03 06 10 13 18        09 11
17151     2017-12-25    05 06 23 28 32        04 05
17152     2017-12-27    02 04 07 23 28        02 08
17153     2017-12-30    01 09 24 26 34        09 12
18001     2018-01-01    01 13 22 25 35        03 04
18002     2018-01-03    12 20 23 27 34        01 06
18003     2018-01-06    04 21 23 24 30        09 10
18004     2018-01-08    04 09 22 28 30        01 10
18005     2018-01-10    04 09 23 24 30        08 11
18006     2018-01-13    19 20 30 32 33        03 05
18007     2018-01-15    03 04 28 31 34        04 11
18008     2018-01-17    09 15 17 20 22        10 11
18009     2018-01-20    10 12 28 30 34        03 04
18010     2018-01-22    24 25 26 28 29        04 12
18011     2018-01-24    03 13 15 23 26        01 10
18012     2018-01-27    03 22 24 29 34        07 11
18013     2018-01-29    08 24 31 33 35        07 10
18014     2018-01-31    14 16 18 24 31        01 08
18015     2018-02-03    04 13 15 18 29        05 11
18016     2018-02-05    01 02 12 13 23        09 12
18017     2018-02-07    04 19 21 23 31        04 09
18018     2018-02-10    06 08 13 24 28        06 12
18019     2018-02-12    10 11 19 21 28        05 12
18020     2018-02-14    01 10 13 14 21        09 12
18021     2018-02-24    05 06 08 09 15        04 11
18022     2018-02-26    02 10 19 33 35        05 06
18023     2018-02-28    12 13 18 21 29        02 08
18024     2018-03-03    02 16 24 30 32        04 07
18025     2018-03-05    07 08 09 15 34        07 08
18026     2018-03-07    01 02 03 04 30        03 05
18027     2018-03-10    01 18 20 21 26        04 11
18028     2018-03-12    04 19 25 30 35        04 07
18029     2018-03-14    03 09 21 25 29        01 08
18030     2018-03-17    05 18 21 28 32        09 11
18031     2018-03-19    03 08 13 17 23        05 11
18032     2018-03-21    07 10 17 32 35        05 12
18033     2018-03-24    02 03 19 23 34        04 09
18034     2018-03-26    08 11 22 27 32        03 07
18035     2018-03-28    05 07 10 12 24        07 11
18036     2018-03-31    11 17 18 21 27        07 08
18037     2018-04-02    01 03 27 30 31        02 11
18038     2018-04-04    14 23 25 31 32        01 03
18039     2018-04-07    02 07 14 29 32        10 11
18040     2018-04-09    05 07 18 27 31        01 08
18041     2018-04-11    01 23 25 31 33        01 12
18042     2018-04-14    03 19 25 29 35        05 09
18043     2018-04-16    03 06 13 28 33        04 11
18044     2018-04-18    02 04 06 18 21        05 08
18045     2018-04-21    02 05 20 30 35        05 09
18046     2018-04-23    10 20 22 29 32        05 10
18047     2018-04-25    03 08 10 14 20        04 08
18048     2018-04-28    02 03 11 20 25        02 07
18049     2018-04-30    04 07 09 10 13        06 12
18050     2018-05-02    22 24 26 34 35        06 12
18051     2018-05-05    09 18 28 29 35        03 11
18052     2018-05-07    05 16 18 19 25        02 07
18053     2018-05-09    11 16 21 23 25        02 12
18054     2018-05-12    09 10 12 20 30        01 07
18055     2018-05-14    03 07 20 33 34        09 10
18056     2018-05-16    02 04 16 28 34        05 07
18057     2018-05-19    13 19 22 27 28        05 06
18058     2018-05-21    09 11 12 26 32        04 10
18059     2018-05-23    01 09 10 27 35        06 11
18060     2018-05-26    04 22 27 29 31        02 10
18061     2018-05-28    04 10 12 28 31        08 11
18062     2018-05-30    12 14 19 23 35        02 07
18063     2018-06-02    05 14 15 32 34        03 10
18064     2018-06-04    01 03 04 11 29        02 04
18065     2018-06-06    07 10 28 31 32        08 10
18066     2018-06-09    01 20 23 32 33        01 04
18067     2018-06-11    03 07 12 18 31        07 10
18068     2018-06-13    08 12 16 26 33        05 06
18069     2018-06-16    01 08 13 21 24        02 11
18070     2018-06-18    02 05 10 16 30        04 07
18071     2018-06-20    02 05 23 30 31        03 09
18072     2018-06-23    05 12 17 24 26        01 02
18073     2018-06-25    13 19 24 25 29        02 08
18074     2018-06-27    03 09 12 28 30        04 12
18075     2018-06-30    01 06 12 20 34        04 12
18076     2018-07-02    07 18 28 29 32        06 08
18077     2018-07-04    01 06 09 15 26        08 09
18078     2018-07-07    07 11 12 22 30        03 06
18079     2018-07-09    03 04 10 27 29        01 05
18080     2018-07-11    07 16 24 26 31        10 11
18081     2018-07-14    02 10 13 21 35        01 12
18082     2018-07-16    01 02 14 17 18        08 10
18083     2018-07-18    07 12 25 27 28        10 11
18084     2018-07-21    06 11 17 22 35        11 12
18085     2018-07-23    01 02 14 25 31        05 07
18086     2018-07-25    16 22 24 29 31        04 05
18087     2018-07-28    03 14 19 23 25        01 04
18088     2018-07-30    08 09 21 25 33        01 08
18089     2018-08-01    26 27 28 32 34        06 10
18090     2018-08-04    06 20 24 33 34        04 11
18091     2018-08-06    06 22 26 28 31        01 07
18092     2018-08-08    05 07 14 18 19        04 10
18093     2018-08-11    03 11 16 18 33        03 11
18094     2018-08-13    11 16 25 30 34        08 10
18095     2018-08-15    07 14 18 29 35        05 12
18096     2018-08-18    13 14 20 28 34        06 10
18097     2018-08-20    10 12 14 18 23        01 04
18098     2018-08-22    02 15 18 25 27        05 07
18099     2018-08-25    12 13 16 20 21        01 07
18100     2018-08-27    06 20 21 26 30        06 09
18101     2018-08-29    03 14 15 23 29        04 05
18102     2018-09-01    06 07 13 22 24        10 12
18103     2018-09-03    14 24 26 28 35        02 03
18104     2018-09-05    01 13 14 26 28        07 11
18105     2018-09-08    01 16 19 20 31        02 07
18106     2018-09-10    04 14 17 24 31        01 04
18107     2018-09-12    07 08 09 10 22        03 04
18108     2018-09-15    09 10 24 31 32        07 12
18109     2018-09-17    10 16 23 25 34        02 05
